Domain_Age,sld,oc_8,Emails,hex_32,Domain_Name,puny_coded,Page_Rank,Alexa_Rank,3gram,distance_from_bad_words,Country,hex_8,oc_32,len,typos,Registrar,dec_8,2gram,State,1gram,obfuscate_at_sign,entropy,numeric_percentage,Registrant_Name,subdomain,char_distribution,shortened,longest_word,Name_Server_Count,dec_32,Creation_Date_Time,Organization,tld,
0,f0p02ia43n,0,,0,,0,,-1,"['f0p', '0p0', 'p02', '02i', '2ia', 'ia4', 'a43', '43n']","{'a': 5.365530303030303, '3': 5.744318181818182, '4': 5.744318181818182, 'i': 5.392045454545454, 'p': 5.554924242424242, 'n': 5.428030303030303, '0': 5.744318181818182, 'f': 5.668560606060606, '2': 5.740530303030303}",,0,0,11,"[('jugem.jp', 86), ('japanpost.jp', 48)]",,0,"['f0', '0p', 'p0', '02', '2i', 'ia', 'a4', '43', '3n']",,"['f', '0', 'p', '0', '2', 'i', 'a', '4', '3', 'n']",0,2.9631196533,33.3333333333,,0,"defaultdict(<class 'int'>, {'a': 1, 'p': 1, 'n': 1, '0': 2, 'i': 1, '3': 1, '2': 1, 'f': 1, '4': 1})",-1,n,0,0,,,jp,
"151 days, 19:17:12.130011",f1wef3sdf1s8eq9r,0,"['abuse@gmo.jp', 'whoisproxy@value-domain.com']",0,"['F1WEF3SDF1S8EQ9R.COM', 'f1wef3sdf1s8eq9r.com']",0,,-1,"['f1w', '1we', 'wef', 'ef3', 'f3s', '3sd', 'sdf', 'df1', 'f1s', '1s8', 's8e', '8eq', 'eq9', 'q9r']","{'3': 5.744318181818182, 'w': 5.674242424242424, '9': 5.744318181818182, 'e': 5.320075757575758, '8': 5.744318181818182, 'd': 5.579545454545454, 'f': 5.668560606060606, '1': 5.740530303030303, 'r': 5.433712121212121, 's': 5.431818181818182, 'q': 5.734848484848484}",JP,0,0,17,"[('facebook.com', 86), ('twitter.com', 86)]","GMO INTERNET, INC.",0,"['f1', '1w', 'we', 'ef', 'f3', '3s', 'sd', 'df', 'f1', '1s', 's8', '8e', 'eq', 'q9', '9r']",Osaka,"['f', '1', 'w', 'e', 'f', '3', 's', 'd', 'f', '1', 's', '8', 'e', 'q', '9', 'r']",0,3.2143834093,22.7272727273,,0,"defaultdict(<class 'int'>, {'3': 1, 'w': 1, '9': 1, 'e': 2, '8': 1, 'd': 1, 'f': 3, 'r': 1, 'q': 1, 's': 2, '1': 2})",-1,r,6,0,2019-05-27 07:32:31,Whois Privacy Protection Service by VALUE-DOMAIN,com,
,fecundh,0,,0,,0,,,"['fec', 'ecu', 'cun', 'und', 'ndh']","{'ndh': 5.452651515151516, 'u': 5.547348484848484, 'fec': 5.348484848484849}",,0,0,8,"[('oecd.org', 57), ('un.org', 53)]",,0,"['fe', 'ec', 'cu', 'un', 'nd', 'dh']",,"['f', 'e', 'c', 'u', 'n', 'd', 'h']",0,2.625,0,,0,"defaultdict(<class 'int'>, {'d': 1, 'h': 1, 'e': 1, 'n': 1, 'f': 1, 'c': 1, 'u': 1})",-1,ndh,,0,,,world,
"137 days, 5:41:41.226189",fghjloqu,0,"['abuse@godaddy.com', 'fghjloqu.com@domainsbyproxy.com']",0,"['FGHJLOQU.COM', 'fghjloqu.com']",0,,-1,"['fgh', 'ghj', 'hjl', 'jlo', 'loq', 'oqu']","{'qu': 5.556818181818182, 'hj': 5.5852272727272725, 'fg': 5.518939393939394, 'lo': 5.206439393939394}",US,0,0,9,"[('qq.com', 86), ('vk.com', 86)]","GoDaddy.com, LLC",0,"['fg', 'gh', 'hj', 'jl', 'lo', 'oq', 'qu']",Arizona,"['f', 'g', 'h', 'j', 'l', 'o', 'q', 'u']",0,2.8177111124,0,,0,"defaultdict(<class 'int'>, {'o': 1, 'h': 1, 'j': 1, 'g': 1, 'f': 1, 'u': 1, 'q': 1, 'l': 1})",-1,qu,2,0,2019-06-10 21:08:04,"Domains By Proxy, LLC",com,
0,com,0,,0,financeirojuridicos.com.de,0,,-1,['com'],{'com': 5.204545454545454},,0,0,23,"[('facebook.com', 86), ('twitter.com', 86)]",,0,"['co', 'om']",,"['c', 'o', 'm']",0,3.3916777404,0,,1,"defaultdict(<class 'int'>, {'i': 4, 'm': 1, 'd': 1, 'j': 1, 'u': 1, 's': 1, 'a': 1, 'n': 2, 'e': 1, 'f': 1, 'c': 3, 'r': 2, 'o': 3})",-1,com,0,0,,,de,
0,com,0,,0,financeirojuridicos.com.de,0,,-1,['com'],{'com': 5.204545454545454},,0,0,23,"[('facebook.com', 86), ('twitter.com', 86)]",,0,"['co', 'om']",,"['c', 'o', 'm']",0,3.3916777404,0,,1,"defaultdict(<class 'int'>, {'i': 4, 'm': 1, 'd': 1, 'j': 1, 'u': 1, 's': 1, 'a': 1, 'n': 2, 'e': 1, 'f': 1, 'c': 3, 'r': 2, 'o': 3})",-1,com,0,0,,,de,
"408 days, 16:32:24.567903",fincenetwork,0,abuse-contact@publicdomainregistry.com,0,FINCENETWORK.ORG,0,,-1,"['fin', 'inc', 'nce', 'cen', 'ene', 'net', 'etw', 'two', 'wor', 'ork']","{'fin': 5.143939393939394, 'network': 6.683712121212121, 'ce': 5.1647727272727275}",US,0,0,13,"[('w3.org', 86), ('npr.org', 86)]",PDR Ltd. d/b/a PublicDomainRegistry.com,0,"['fi', 'in', 'nc', 'ce', 'en', 'ne', 'et', 'tw', 'wo', 'or', 'rk']",GDPR Masked,"['f', 'i', 'n', 'c', 'e', 'n', 'e', 't', 'w', 'o', 'r', 'k']",0,3.1080982014,0,,0,"defaultdict(<class 'int'>, {'k': 1, 'w': 1, 'i': 1, 'e': 2, 't': 1, 'n': 2, 'f': 1, 'c': 1, 'r': 1, 'o': 1})",-1,network,2,0,2018-09-12 10:17:24,GDPR Masked,org,
"231 days, 23:14:25.061074",fiscalcommx,0,abuse@godaddy.com,0,fiscalcommx.club,0,,-1,"['fis', 'isc', 'sca', 'cal', 'alc', 'lco', 'com', 'omm', 'mmx']","{'mx': 5.613636363636363, 'com': 5.204545454545454, 'fiscal': 6.1231060606060606}",US,0,0,12,"[('aol.com', 64), ('visma.com', 60)]","GoDaddy.com, LLC",0,"['fi', 'is', 'sc', 'ca', 'al', 'lc', 'co', 'om', 'mm', 'mx']","['Arizona', 'AZ']","['f', 'i', 's', 'c', 'a', 'l', 'c', 'o', 'm', 'm', 'x']",0,2.9528822923,0,,0,"defaultdict(<class 'int'>, {'a': 1, 'x': 1, 'o': 1, 'i': 1, 'm': 2, 'f': 1, 'c': 2, 's': 1, 'l': 1})",-1,fiscal,4,0,2019-03-08 03:36:04,Repossessed by Go Daddy,club,
"990 days, 2:50:42.360841",flmcitgruop,0,,0,flmcitgruop.co.uk,0,,-1,"['flm', 'lmc', 'mci', 'cit', 'itg', 'tgr', 'gru', 'ruo', 'uop']","{'op': 5.285984848484849, 'mc': 5.488636363636363, 'it': 5.178030303030303, 'fl': 5.448863636363637, 'gru': 5.369318181818182}",,0,0,12,"[('t.co', 86), ('bbc.co.uk', 86)]",PDR Ltd. d/b/a PublicDomainRegistry.com [Tag = PDR-IN],0,"['fl', 'lm', 'mc', 'ci', 'it', 'tg', 'gr', 'ru', 'uo', 'op']",,"['f', 'l', 'm', 'c', 'i', 't', 'g', 'r', 'u', 'o', 'p']",0,3.2862156257,0,,0,"defaultdict(<class 'int'>, {'o': 1, 'p': 1, 'm': 1, 'i': 1, 't': 1, 'g': 1, 'f': 1, 'c': 1, 'u': 1, 'r': 1, 'l': 1})",-1,gru,33,0,2017-02-08 00:00:00,,co.uk,
"384 days, 12:10:33.756625",fn-bsa,0,"['abuse-contact@publicdomainregistry.com', 'gdpr-masking@gdpr-masked.com']",0,FN-BSA.COM,0,,-1,"['fn-', 'n-b', '-bs', 'bsa']","{'a': 5.365530303030303, '-': 5.742424242424242, 'b': 5.551136363636363, 's': 5.431818181818182, 'fn': 5.3977272727272725}",GDPR Masked,0,0,7,"[('qq.com', 86), ('vk.com', 86)]",PDR Ltd. d/b/a PublicDomainRegistry.com,0,"['fn', 'n-', '-b', 'bs', 'sa']",GDPR Masked,"['f', 'n', '-', 'b', 's', 'a']",0,2.4063042189,0,,0,"defaultdict(<class 'int'>, {'a': 1, '-': 1, 'b': 1, 'n': 1, 'f': 1, 's': 1})",-1,fn,4,0,2018-10-06 14:40:10,GDPR Masked,com,
"1515 days, 18:50:47.934902",fortisconsultantsecurities,0,"['abuse-contact@publicdomainregistry.com', 'gdpr-masking@gdpr-masked.com']",0,FORTISCONSULTANTSECURITIES.COM,0,,-1,"['for', 'ort', 'rti', 'tis', 'isc', 'sco', 'con', 'ons', 'nsu', 'sul', 'ult', 'lta', 'tan', 'ant', 'nts', 'tse', 'sec', 'ecu', 'cur', 'uri', 'rit', 'iti', 'tie', 'ies']","{'securities': 8.589015151515152, 'consultant': 8.657196969696969, 'fortis': 5.839015151515151}",GDPR Masked,0,0,27,"[('facebook.com', 86), ('twitter.com', 86)]",PDR Ltd. d/b/a PublicDomainRegistry.com,0,"['fo', 'or', 'rt', 'ti', 'is', 'sc', 'co', 'on', 'ns', 'su', 'ul', 'lt', 'ta', 'an', 'nt', 'ts', 'se', 'ec', 'cu', 'ur', 'ri', 'it', 'ti', 'ie', 'es']",GDPR Masked,"['f', 'o', 'r', 't', 'i', 's', 'c', 'o', 'n', 's', 'u', 'l', 't', 'a', 'n', 't', 's', 'e', 'c', 'u', 'r', 'i', 't', 'i', 'e', 's']",0,3.3656365761,0,,0,"defaultdict(<class 'int'>, {'o': 2, 't': 4, 'n': 2, 'u': 2, 's': 4, 'l': 1, 'a': 1, 'i': 3, 'f': 1, 'c': 2, 'r': 2, 'e': 2})",-1,securities,4,0,2015-09-01 07:59:57,GDPR Masked,com,
"136 days, 6:55:38.989207",freta,0,abuse@namesilo.com,0,freta.agency,0,,-1,"['fre', 'ret', 'eta']","{'a': 5.365530303030303, 'fret': 5.303030303030303}",US,0,0,6,"[('free.fr', 51), ('epa.gov', 51)]","NameSilo, LLC",0,"['fr', 're', 'et', 'ta']",AZ,"['f', 'r', 'e', 't', 'a']",0,2.1541354173,0,,0,"defaultdict(<class 'int'>, {'a': 1, 'f': 1, 'r': 1, 'e': 1, 't': 1})",-1,fret,2,0,2019-06-11 20:23:17,See PrivacyGuardian.org,agency,
"246 days, 3:18:57.733129",fscs-uk,0,,0,fscs-uk.co.uk,0,,-1,"['fsc', 'scs', 'cs-', 's-u', '-uk']","{'k': 5.6268939393939394, '-': 5.742424242424242, 'cs': 5.357954545454546, 'fs': 5.486742424242424, 'u': 5.547348484848484}",,0,0,8,"[('t.co', 86), ('ox.ac.uk', 86)]",PDR Ltd. d/b/a PublicDomainRegistry.com [Tag = PDR-IN],0,"['fs', 'sc', 'cs', 's-', '-u', 'uk']",,"['f', 's', 'c', 's', '-', 'u', 'k']",0,2.375,0,,0,"defaultdict(<class 'int'>, {'k': 1, '-': 1, 'f': 1, 'c': 1, 'u': 1, 's': 2})",-1,cs,33,0,2019-02-22 00:00:00,,co.uk,
,gazedsesa,0,,0,,0,,,"['gaz', 'aze', 'zed', 'eds', 'dse', 'ses', 'esa']","{'a': 5.365530303030303, 'gazed': 5.617424242424242, 'ses': 5.179924242424242}",,0,0,10,"[('ssa.gov', 64), ('debian.org', 54)]",,0,"['ga', 'az', 'ze', 'ed', 'ds', 'se', 'es', 'sa']",,"['g', 'a', 'z', 'e', 'd', 's', 'e', 's', 'a']",0,2.3897352854,0,,0,"defaultdict(<class 'int'>, {'a': 2, 's': 2, 'e': 2, 'd': 1, 'g': 1, 'z': 1})",-1,gazed,,0,,,world,
0,com,0,,0,geforce1060.com.de,0,,-1,['com'],{'com': 5.204545454545454},,0,0,15,"[('facebook.com', 86), ('twitter.com', 86)]",,0,"['co', 'om']",,"['c', 'o', 'm']",0,3.1130978892,20,,1,"defaultdict(<class 'int'>, {'6': 1, 'o': 2, 'e': 2, 'm': 1, 'g': 1, 'f': 1, 'c': 2, '0': 2, 'r': 1, '1': 1})",-1,com,0,0,,,de,
0,com,0,,0,geforce1060.com.de,0,,-1,['com'],{'com': 5.204545454545454},,0,0,15,"[('facebook.com', 86), ('twitter.com', 86)]",,0,"['co', 'om']",,"['c', 'o', 'm']",0,3.1130978892,20,,1,"defaultdict(<class 'int'>, {'6': 1, 'o': 2, 'e': 2, 'm': 1, 'g': 1, 'f': 1, 'c': 2, '0': 2, 'r': 1, '1': 1})",-1,com,0,0,,,de,
"130 days, 16:33:46.247693",georgiannecornela,0,,0,GEORGIANNECORNELA.RU,0,,-1,"['geo', 'eor', 'org', 'rgi', 'gia', 'ian', 'ann', 'nne', 'nec', 'eco', 'cor', 'orn', 'rne', 'nel', 'ela']","{'a': 5.365530303030303, 'ne': 5.100378787878788, 'georgian': 7.215909090909091, 'cornel': 5.820075757575758}",,0,0,18,"[('yandex.ru', 86), ('mail.ru', 86)]",R01-RU,0,"['ge', 'eo', 'or', 'rg', 'gi', 'ia', 'an', 'nn', 'ne', 'ec', 'co', 'or', 'rn', 'ne', 'el', 'la']",,"['g', 'e', 'o', 'r', 'g', 'i', 'a', 'n', 'n', 'e', 'c', 'o', 'r', 'n', 'e', 'l', 'a']",0,2.9654972233,0,,0,"defaultdict(<class 'int'>, {'a': 2, 'o': 2, 'i': 1, 'n': 3, 'g': 2, 'c': 1, 'r': 2, 'e': 3, 'l': 1})",-1,georgian,2,0,2019-06-17 10:45:19,,ru,
"149 days, 5:38:55.228453",gerenciadormasterweb,0,abuse-contact@publicdomainregistry.com,0,GERENCIADORMASTERWEB.COM,0,,-1,"['ger', 'ere', 'ren', 'enc', 'nci', 'cia', 'iad', 'ado', 'dor', 'orm', 'rma', 'mas', 'ast', 'ste', 'ter', 'erw', 'rwe', 'web']","{'dor': 5.117424242424242, 'master': 5.839015151515151, 'geren': 5.5227272727272725, 'web': 5.384469696969697, 'cia': 5.113636363636363}",,0,0,21,"[('facebook.com', 86), ('twitter.com', 86)]",PDR Ltd. d/b/a PublicDomainRegistry.com,0,"['ge', 'er', 're', 'en', 'nc', 'ci', 'ia', 'ad', 'do', 'or', 'rm', 'ma', 'as', 'st', 'te', 'er', 'rw', 'we', 'eb']",,"['g', 'e', 'r', 'e', 'n', 'c', 'i', 'a', 'd', 'o', 'r', 'm', 'a', 's', 't', 'e', 'r', 'w', 'e', 'b']",0,3.4805457597,0,,0,"defaultdict(<class 'int'>, {'e': 4, 'm': 1, 't': 1, 'd': 1, 's': 1, 'b': 1, 'a': 2, 'n': 1, 'w': 1, 'i': 1, 'g': 1, 'c': 1, 'r': 3, 'o': 1})",-1,master,2,0,2019-05-29 21:42:19,,com,
"142 days, 2:05:28.178325",get-kouhaitou-baken-houdou,0,"['abuse@gmo.jp', 'xiangtaisanhe@yahoo.co.jp']",0,"['GET-KOUHAITOU-BAKEN-HOUDOU.COM', 'get-kouhaitou-baken-houdou.com']",0,,-1,"['get', 'et-', 't-k', '-ko', 'kou', 'ouh', 'uha', 'hai', 'ait', 'ito', 'tou', 'ou-', 'u-b', '-ba', 'bak', 'ake', 'ken', 'en-', 'n-h', '-ho', 'hou', 'oud', 'udo', 'dou']","{'a': 5.365530303030303, 'o': 5.354166666666667, 'h': 5.570075757575758, 'n': 5.428030303030303, 'i': 5.392045454545454, 'u': 5.547348484848484, 'k': 5.6268939393939394, 'd': 5.579545454545454, 't': 5.424242424242424, '-': 5.742424242424242, 'get': 5.138257575757576, 'e': 5.320075757575758, 'b': 5.551136363636363}",JP,0,0,27,"[('facebook.com', 86), ('twitter.com', 86)]","GMO INTERNET, INC.",0,"['ge', 'et', 't-', '-k', 'ko', 'ou', 'uh', 'ha', 'ai', 'it', 'to', 'ou', 'u-', '-b', 'ba', 'ak', 'ke', 'en', 'n-', '-h', 'ho', 'ou', 'ud', 'do', 'ou']",Tokyo,"['g', 'e', 't', '-', 'k', 'o', 'u', 'h', 'a', 'i', 't', 'o', 'u', '-', 'b', 'a', 'k', 'e', 'n', '-', 'h', 'o', 'u', 'd', 'o', 'u']",0,3.4397106502,0,,0,"defaultdict(<class 'int'>, {'a': 2, 't': 2, 'h': 2, 'n': 1, 'o': 4, 'i': 1, 'u': 4, 'k': 2, 'd': 1, 'e': 2, '-': 3, 'g': 1, 'b': 1})",-1,get,6,0,2019-06-06 01:16:04,quick clean Inc.,com,
,ghosns,0,,0,,0,,,"['gho', 'hos', 'osn', 'sns']","{'sns': 5.212121212121212, 'o': 5.354166666666667, 'gh': 5.465909090909091}",,0,0,7,"[('un.org', 60), ('plos.org', 56)]",,0,"['gh', 'ho', 'os', 'sn', 'ns']",,"['g', 'h', 'o', 's', 'n', 's']",0,2.1205899332,0,,0,"defaultdict(<class 'int'>, {'n': 1, 'g': 1, 's': 2, 'o': 1, 'h': 1})",-1,sns,,0,,,world,
"146 days, 3:28:44.884541",globlasaneamientoambiental,0,"['abuse@namecheap.com', 'domainservice58@gmail.com']",0,"['GLOBLASANEAMIENTOAMBIENTAL.COM', 'globlasaneamientoambiental.com']",0,,-1,"['glo', 'lob', 'obl', 'bla', 'las', 'asa', 'san', 'ane', 'nea', 'eam', 'ami', 'mie', 'ien', 'ent', 'nto', 'toa', 'oam', 'amb', 'mbi', 'bie', 'ien', 'ent', 'nta', 'tal']","{'a': 5.365530303030303, 'sane': 4.931818181818182, 'al': 5.179924242424242, 'ambient': 6.526515151515151, 'la': 5.204545454545454, 'glob': 5.399621212121212, 'mien': 5.1875, 'to': 5.170454545454546}",US,0,0,27,"[('facebook.com', 86), ('twitter.com', 86)]",NAMECHEAP INC,0,"['gl', 'lo', 'ob', 'bl', 'la', 'as', 'sa', 'an', 'ne', 'ea', 'am', 'mi', 'ie', 'en', 'nt', 'to', 'oa', 'am', 'mb', 'bi', 'ie', 'en', 'nt', 'ta', 'al']",MI,"['g', 'l', 'o', 'b', 'l', 'a', 's', 'a', 'n', 'e', 'a', 'm', 'i', 'e', 'n', 't', 'o', 'a', 'm', 'b', 'i', 'e', 'n', 't', 'a', 'l']",0,3.2501026695,0,,0,"defaultdict(<class 'int'>, {'a': 5, 'o': 2, 'e': 3, 'm': 2, 'n': 3, 'g': 1, 'i': 2, 'l': 3, 't': 2, 's': 1, 'b': 2})",-1,ambient,4,0,2019-06-01 23:52:50,,com,
"184 days, 11:34:39.403477",gulfrefiningcompany,0,"['abuse@namecheap.com', '458c05c259974f2e891b2680e4df3478.protect@whoisguard.com']",0,"['GULFREFININGCOMPANY.COM', 'gulfrefiningcompany.com']",0,,-1,"['gul', 'ulf', 'lfr', 'fre', 'ref', 'efi', 'fin', 'ini', 'nin', 'ing', 'ngc', 'gco', 'com', 'omp', 'mpa', 'pan', 'any']","{'refining': 7.363636363636363, 'gulf': 5.486742424242424, 'company': 6.46780303030303}",PA,0,0,20,"[('facebook.com', 86), ('twitter.com', 86)]",NAMECHEAP INC,0,"['gu', 'ul', 'lf', 'fr', 're', 'ef', 'fi', 'in', 'ni', 'in', 'ng', 'gc', 'co', 'om', 'mp', 'pa', 'an', 'ny']",Panama,"['g', 'u', 'l', 'f', 'r', 'e', 'f', 'i', 'n', 'i', 'n', 'g', 'c', 'o', 'm', 'p', 'a', 'n', 'y']",0,3.568087315,0,,0,"defaultdict(<class 'int'>, {'o': 1, 'm': 1, 'n': 3, 'u': 1, 'l': 1, 'a': 1, 'p': 1, 'i': 2, 'g': 2, 'f': 2, 'c': 1, 'y': 1, 'r': 1, 'e': 1})",-1,refining,4,0,2019-04-24 15:47:39,"WhoisGuard, Inc.",com,
"184 days, 11:37:25.747429",gulfrefiningcompany,0,"['abuse@namecheap.com', '458c05c259974f2e891b2680e4df3478.protect@whoisguard.com']",0,"['GULFREFININGCOMPANY.COM', 'gulfrefiningcompany.com']",0,,-1,"['gul', 'ulf', 'lfr', 'fre', 'ref', 'efi', 'fin', 'ini', 'nin', 'ing', 'ngc', 'gco', 'com', 'omp', 'mpa', 'pan', 'any']","{'refining': 7.363636363636363, 'gulf': 5.486742424242424, 'company': 6.46780303030303}",PA,0,0,20,"[('facebook.com', 86), ('twitter.com', 86)]",NAMECHEAP INC,0,"['gu', 'ul', 'lf', 'fr', 're', 'ef', 'fi', 'in', 'ni', 'in', 'ng', 'gc', 'co', 'om', 'mp', 'pa', 'an', 'ny']",Panama,"['g', 'u', 'l', 'f', 'r', 'e', 'f', 'i', 'n', 'i', 'n', 'g', 'c', 'o', 'm', 'p', 'a', 'n', 'y']",0,3.568087315,0,,0,"defaultdict(<class 'int'>, {'o': 1, 'm': 1, 'n': 3, 'u': 1, 'l': 1, 'a': 1, 'p': 1, 'i': 2, 'g': 2, 'f': 2, 'c': 1, 'y': 1, 'r': 1, 'e': 1})",-1,refining,4,0,2019-04-24 15:47:39,"WhoisGuard, Inc.",com,
"135 days, 20:54:49.435063",gwennethvevay,0,,0,GWENNETHVEVAY.RU,0,,-1,"['gwe', 'wen', 'enn', 'nne', 'net', 'eth', 'thv', 'hve', 'vev', 'eva', 'vay']","{'ve': 5.299242424242424, 'ne': 5.100378787878788, 'vay': 5.3352272727272725, 'th': 5.3768939393939394, 'gwen': 5.369318181818182}",,0,0,14,"[('yandex.ru', 86), ('mail.ru', 86)]",R01-RU,0,"['gw', 'we', 'en', 'nn', 'ne', 'et', 'th', 'hv', 've', 'ev', 'va', 'ay']",,"['g', 'w', 'e', 'n', 'n', 'e', 't', 'h', 'v', 'e', 'v', 'a', 'y']",0,2.9100518918,0,,0,"defaultdict(<class 'int'>, {'h': 1, 'a': 1, 'w': 1, 'e': 3, 't': 1, 'v': 2, 'n': 2, 'g': 1, 'y': 1})",-1,gwen,2,0,2019-06-12 06:32:52,,ru,
0,h2-7b3,0,,0,,0,,-1,"['h2-', '2-7', '-7b', '7b3']","{'2': 5.740530303030303, '3': 5.744318181818182, 'b': 5.551136363636363, 'h': 5.570075757575758, '-': 5.742424242424242, '7': 5.744318181818182}",,0,0,7,"[('nhk.or.jp', 56), ('mhlw.go.jp', 53)]",,0,"['h2', '2-', '-7', '7b', 'b3']",,"['h', '2', '-', '7', 'b', '3']",0,2.4063042189,27.2727272727,,0,"defaultdict(<class 'int'>, {'-': 1, 'b': 1, 'h': 1, '3': 1, '2': 1, '7': 1})",-1,3,0,0,,,jp,
0,h41j-z8,0,,0,,0,,-1,"['h41', '41j', '1j-', 'j-z', '-z8']","{'4': 5.744318181818182, 'h': 5.570075757575758, '8': 5.744318181818182, '-': 5.742424242424242, 'j': 5.704545454545454, 'z': 5.734848484848484, '1': 5.740530303030303}",,0,0,8,"[('nhk.or.jp', 53), ('mhlw.go.jp', 50)]",,0,"['h4', '41', '1j', 'j-', '-z', 'z8']",,"['h', '4', '1', 'j', '-', 'z', '8']",0,2.625,25,,0,"defaultdict(<class 'int'>, {'4': 1, 'h': 1, '8': 1, '-': 1, 'j': 1, 'z': 1, '1': 1})",-1,8,0,0,,,jp,
,hammsd,0,,0,,0,,,"['ham', 'amm', 'mms', 'msd']","{'hamm': 5.420454545454546, 'sd': 5.416666666666667}",,0,0,7,"[('msdn.com', 56), ('acm.org', 53)]",,0,"['ha', 'am', 'mm', 'ms', 'sd']",,"['h', 'a', 'm', 'm', 's', 'd']",0,2.1205899332,0,,0,"defaultdict(<class 'int'>, {'a': 1, 'd': 1, 's': 1, 'm': 2, 'h': 1})",-1,hamm,,0,,,world,
"164 days, 22:20:43.876684",hanoitop1property,0,"['abuse@onlinenic.com', 'onlinenic-enduser@onlinenic.com', 'honganhphiendich@gmail.com']",0,"['HANOITOP1PROPERTY.COM', 'hanoitop1property.com']",0,,-1,"['han', 'ano', 'noi', 'oit', 'ito', 'top', 'op1', 'p1p', '1pr', 'pro', 'rop', 'ope', 'per', 'ert', 'rty']","{'p': 5.554924242424242, 'hanoi': 5.456439393939394, 't': 5.424242424242424, 'e': 5.320075757575758, 'top': 5.153409090909091, '1': 5.740530303030303, 'y': 5.632575757575758, 'r': 5.433712121212121, 'o': 5.354166666666667}",VN,0,0,18,"[('facebook.com', 86), ('twitter.com', 86)]",Onlinenic Inc,0,"['ha', 'an', 'no', 'oi', 'it', 'to', 'op', 'p1', '1p', 'pr', 'ro', 'op', 'pe', 'er', 'rt', 'ty']",Ha Noi,"['h', 'a', 'n', 'o', 'i', 't', 'o', 'p', '1', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'y']",0,3.1877194456,4.347826087,,0,"defaultdict(<class 'int'>, {'a': 1, 'p': 3, 'h': 1, 'o': 3, 'i': 1, 't': 2, 'n': 1, 'y': 1, 'r': 2, 'e': 1, '1': 1})",-1,hanoi,4,0,2019-05-14 05:07:04,None,com,
"164 days, 22:20:51.064624",hanoitop1property,0,"['abuse@onlinenic.com', 'onlinenic-enduser@onlinenic.com', 'honganhphiendich@gmail.com']",0,"['HANOITOP1PROPERTY.COM', 'hanoitop1property.com']",0,,-1,"['han', 'ano', 'noi', 'oit', 'ito', 'top', 'op1', 'p1p', '1pr', 'pro', 'rop', 'ope', 'per', 'ert', 'rty']","{'p': 5.554924242424242, 'hanoi': 5.456439393939394, 't': 5.424242424242424, 'e': 5.320075757575758, 'top': 5.153409090909091, '1': 5.740530303030303, 'y': 5.632575757575758, 'r': 5.433712121212121, 'o': 5.354166666666667}",VN,0,0,21,"[('facebook.com', 86), ('twitter.com', 86)]",Onlinenic Inc,0,"['ha', 'an', 'no', 'oi', 'it', 'to', 'op', 'p1', '1p', 'pr', 'ro', 'op', 'pe', 'er', 'rt', 'ty']",Ha Noi,"['h', 'a', 'n', 'o', 'i', 't', 'o', 'p', '1', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'y']",0,3.3134136166,3.7037037037,,1,"defaultdict(<class 'int'>, {'o': 3, 'h': 1, 'n': 1, 'i': 1, '1': 1, 'a': 1, 'p': 3, 'w': 3, 't': 2, 'y': 1, 'r': 2, 'e': 1})",-1,hanoi,4,0,2019-05-14 05:07:04,None,com,
"164 days, 22:20:57.199765",hanoitop1property,0,"['abuse@onlinenic.com', 'onlinenic-enduser@onlinenic.com', 'honganhphiendich@gmail.com']",0,"['HANOITOP1PROPERTY.COM', 'hanoitop1property.com']",0,,-1,"['han', 'ano', 'noi', 'oit', 'ito', 'top', 'op1', 'p1p', '1pr', 'pro', 'rop', 'ope', 'per', 'ert', 'rty']","{'p': 5.554924242424242, 'hanoi': 5.456439393939394, 't': 5.424242424242424, 'e': 5.320075757575758, 'top': 5.153409090909091, '1': 5.740530303030303, 'y': 5.632575757575758, 'r': 5.433712121212121, 'o': 5.354166666666667}",VN,0,0,21,"[('facebook.com', 86), ('twitter.com', 86)]",Onlinenic Inc,0,"['ha', 'an', 'no', 'oi', 'it', 'to', 'op', 'p1', '1p', 'pr', 'ro', 'op', 'pe', 'er', 'rt', 'ty']",Ha Noi,"['h', 'a', 'n', 'o', 'i', 't', 'o', 'p', '1', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'y']",0,3.3134136166,3.7037037037,,1,"defaultdict(<class 'int'>, {'o': 3, 'h': 1, 'n': 1, 'i': 1, '1': 1, 'a': 1, 'p': 3, 'w': 3, 't': 2, 'y': 1, 'r': 2, 'e': 1})",-1,hanoi,4,0,2019-05-14 05:07:04,None,com,
